Sex,Dimension,trait,Ind,n_reps,group_mean,group_sd,extreme_val,direction,Q_vs_mean,p_vs_mean,Q_vs_zero,p_vs_zero,bonf_mean,rank_mean,sig_mean,bonf_zero,rank_zero,sig_zero
female,breadth,mxm2,F23,10,-0.18484375000000006,0.24829697172481097,-0.22999999999999865,high,0.30588235294117844,0.4353370798971524,0.30588235294117844,0.4353370798971524,4.5045045045045046e-4,90,n.s.,4.5045045045045046e-4,90,n.s.
female,breadth,mxm2,F24,10,-0.18484375000000006,0.24829697172481097,-0.47000000000000064,low,0.24489795918367444,0.806116356024071,0.24489795918367452,0.806116356024071,0.0015151515151515152,168,n.s.,0.0015151515151515152,168,n.s.
female,breadth,mxm2,F25,10,-0.18484375000000006,0.24829697172481097,-0.6500000000000004,low,0.18055555555555647,0.7159532097158088,0.18055555555555647,0.7159532097158088,9.80392156862745e-4,150,n.s.,9.80392156862745e-4,150,n.s.
female,breadth,mxm2,F26,10,-0.18484375000000006,0.24829697172481097,-0.34999999999999964,low,0.27586206896551746,0.5845115664546514,0.27586206896551746,0.5845115664546514,6.666666666666668e-4,126,n.s.,6.666666666666668e-4,126,n.s.
female,breadth,mxm2,F27,10,-0.18484375000000006,0.24829697172481097,-0.7100000000000009,low,0.6451612903225802,0.5714992658405738,0.6451612903225802,0.5714992658405738,6.172839506172839e-4,120,n.s.,6.172839506172839e-4,120,n.s.
female,breadth,mxm2,F29,10,-0.18484375000000006,0.24829697172481097,-0.7099999999999991,low,0.03846153846153767,0.2544478633525531,0.03846153846153767,0.2544478633525531,3.4013605442176874e-4,54,n.s.,3.4013605442176874e-4,54,n.s.
female,breadth,mxm2,F30,10,-0.18484375000000006,0.24829697172481097,-0.28999999999999915,low,0.1379310344827561,0.261582457658426,0.1379310344827561,0.261582457658426,3.4722222222222224e-4,57,n.s.,3.4722222222222224e-4,57,n.s.
female,breadth,mxm2,F31,10,-0.18484375000000006,0.24829697172481097,-0.2900000000000009,low,0.20000000000000118,0.7510174782963359,0.20000000000000118,0.7510174782963359,0.0012195121951219512,160,n.s.,0.0012195121951219512,160,n.s.
female,breadth,mxm2,F32,10,-0.18484375000000006,0.24829697172481097,0.26000000000000156,high,0.19417475728155426,0.7834768257180793,0.19417475728155423,0.7834768257180793,0.0014285714285714286,166,n.s.,0.0014285714285714286,166,n.s.
female,breadth,mxm2,F34,10,-0.18484375000000006,0.24829697172481097,-0.21999999999999886,high,0.05555555555556378,0.012500000000065903,0.05555555555556378,0.012500000000065903,2.6455026455026457e-4,12,n.s.,2.6455026455026457e-4,12,n.s.
female,breadth,mxm2,F35,10,-0.18484375000000006,0.24829697172481097,0.2599999999999998,high,0.19999999999999837,0.8127203458160556,0.19999999999999837,0.8127203458160556,0.0016129032258064516,170,n.s.,0.0016129032258064516,170,n.s.
female,breadth,mxm2,F36,10,-0.18484375000000006,0.24829697172481097,-0.3899999999999988,low,0.24999999999999908,0.5533135720623541,0.24999999999999908,0.5533135720623541,6.024096385542169e-4,118,n.s.,6.024096385542169e-4,118,n.s.
female,breadth,mxm2,F37,10,-0.18484375000000006,0.24829697172481097,-0.11999999999999922,high,0.10714285714286077,0.7234633923197555,0.10714285714286077,0.7234633923197555,0.0010638297872340426,154,n.s.,0.0010638297872340426,154,n.s.
female,breadth,mxm2,F39,10,-0.18484375000000006,0.24829697172481097,-0.030000000000001137,high,0.27999999999999603,0.46335535693552854,0.27999999999999603,0.46335535693552854,4.8543689320388353e-4,98,n.s.,4.8543689320388353e-4,98,n.s.
female,breadth,mxm2,F4,10,-0.18484375000000006,0.24829697172481097,0.08999999999999986,high,0.3181818181818186,0.33109023459460335,0.31818181818181857,0.33109023459460335,3.846153846153846e-4,71,n.s.,3.846153846153846e-4,71,n.s.
female,breadth,mxm2,F41,10,-0.18484375000000006,0.24829697172481097,-0.010000000000001563,high,0.44444444444444225,0.09666760940507413,0.44444444444444225,0.09666760940507413,2.8571428571428574e-4,26,n.s.,2.8571428571428574e-4,26,n.s.
female,breadth,mxm2,F5,10,-0.18484375000000006,0.24829697172481097,-0.22999999999999865,low,0.172413793103439,0.2717697179882428,0.172413793103439,0.2717697179882428,3.4965034965034965e-4,58,n.s.,3.4965034965034965e-4,58,n.s.
female,breadth,mxm2,F8,10,-0.18484375000000006,0.24829697172481097,-0.3500000000000014,low,0.21951219512195513,0.6011059686914016,0.21951219512195513,0.6011059686914016,6.944444444444445e-4,129,n.s.,6.944444444444445e-4,129,n.s.
female,breadth,mxm2,F9,10,-0.18484375000000006,0.24829697172481097,-0.9399999999999995,low,0.4531250000000003,0.14409631705585002,0.4531250000000003,0.14409631705585002,2.9069767441860465e-4,29,n.s.,2.9069767441860465e-4,29,n.s.
female,breadth,mxm3,F1,10,-0.10944117647058822,0.3062225549608543,0.3200000000000003,high,0.48387096774193583,0.048908109507566064,0.48387096774193583,0.048908109507566064,2.702702702702703e-4,16,n.s.,2.702702702702703e-4,16,n.s.
female,breadth,mxm3,F10,10,-0.10944117647058822,0.3062225549608543,-0.28999999999999915,high,0.28571428571428864,0.49685939443864774,0.28571428571428864,0.49685939443864774,5.208333333333333e-4,105,n.s.,5.208333333333333e-4,105,n.s.
female,breadth,mxm3,F11,10,-0.10944117647058822,0.3062225549608543,-0.34999999999999964,low,0.5306122448979586,0.28281680062154435,0.5306122448979586,0.28281680062154435,3.5714285714285714e-4,61,n.s.,3.5714285714285714e-4,61,n.s.
female,breadth,mxm3,F12,10,-0.10944117647058822,0.3062225549608543,-0.6100000000000012,low,0.24096385542168744,0.8469546333383215,0.2409638554216875,0.8469546333383215,0.001851851851851852,174,n.s.,0.001851851851851852,174,n.s.
female,breadth,mxm3,F13,10,-0.10944117647058822,0.3062225549608543,0.41000000000000014,high,0.3134328358208969,0.33109023459460596,0.3134328358208968,0.33109023459460596,3.875968992248062e-4,72,n.s.,3.875968992248062e-4,72,n.s.
female,breadth,mxm3,F14,10,-0.10944117647058822,0.3062225549608543,-0.40000000000000036,low,0.293103448275861,0.4591050753290782,0.293103448275861,0.4591050753290782,4.761904761904762e-4,96,n.s.,4.761904761904762e-4,96,n.s.
female,breadth,mxm3,F15,10,-0.10944117647058822,0.3062225549608543,0.02999999999999936,high,0.3018867924528303,0.3662330040343822,0.3018867924528303,0.3662330040343822,4.098360655737705e-4,79,n.s.,4.098360655737705e-4,79,n.s.
female,breadth,mxm3,F16,10,-0.10944117647058822,0.3062225549608543,0.2699999999999996,high,0.26984126984126655,0.58196537174118,0.26984126984126655,0.58196537174118,0.00064935064935064935,124,n.s.,0.00064935064935064935,124,n.s.
female,breadth,mxm3,F17,10,-0.10944117647058822,0.3062225549608543,0.10999999999999943,high,0.380952380952383,0.178621842669159,0.380952380952383,0.178621842669159,3.0303030303030303e-4,36,n.s.,3.0303030303030303e-4,36,n.s.
female,breadth,mxm3,F18,10,-0.10944117647058822,0.3062225549608543,-0.27999999999999936,low,0.27884615384615324,0.5454223025902901,0.27884615384615324,0.5454223025902901,5.747126436781609e-4,114,n.s.,5.747126436781609e-4,114,n.s.
female,breadth,mxm3,F19,10,-0.10944117647058822,0.3062225549608543,0.2900000000000009,high,0.23913043478261134,0.5762320239436011,0.23913043478261134,0.5762320239436011,6.329113924050633e-4,122,n.s.,6.329113924050633e-4,122,n.s.
female,breadth,mxm3,F2,10,-0.10944117647058822,0.3062225549608543,-0.5399999999999991,low,0.259999999999998,0.34673985850645406,0.259999999999998,0.34673985850645406,3.9370078740157485e-4,74,n.s.,3.9370078740157485e-4,74,n.s.
female,breadth,mxm3,F20,10,-0.10944117647058822,0.3062225549608543,-0.6899999999999995,low,0.49019607843137436,0.2521588274752844,0.49019607843137447,0.2521588274752844,3.3783783783783786e-4,53,n.s.,3.3783783783783786e-4,53,n.s.
female,breadth,mxm3,F21,10,-0.10944117647058822,0.3062225549608543,0.1700000000000017,high,0.5416666666666654,0.0073809523809536814,0.5416666666666654,0.0073809523809536814,2.538071065989848e-4,4,n.s.,2.538071065989848e-4,4,n.s.
female,breadth,mxm3,F22,10,-0.10944117647058822,0.3062225549608543,-1.1199999999999992,low,0.14666666666666625,0.30345523058868706,0.14666666666666625,0.30345523058868706,3.6496350364963507e-4,64,n.s.,3.6496350364963507e-4,64,n.s.
female,breadth,mxm3,F23,10,-0.10944117647058822,0.3062225549608543,-0.03999999999999915,high,0.11111111111111306,0.6817382422741685,0.11111111111111306,0.6817382422741685,8.771929824561404e-4,144,n.s.,8.771929824561404e-4,144,n.s.
female,breadth,mxm3,F24,10,-0.10944117647058822,0.3062225549608543,-0.41000000000000014,low,0.029411764705886963,0.20187720519392705,0.029411764705886963,0.20187720519392705,3.144654088050315e-4,42,n.s.,3.144654088050315e-4,42,n.s.
female,breadth,mxm3,F25,10,-0.10944117647058822,0.3062225549608543,-0.33000000000000007,low,0.2222222222222237,0.44904896386301374,0.22222222222222368,0.44904896386301374,4.716981132075472e-4,95,n.s.,4.716981132075472e-4,95,n.s.
female,breadth,mxm3,F26,10,-0.10944117647058822,0.3062225549608543,-0.0600000000000005,low,0.23404255319149156,0.18621369022195666,0.23404255319149161,0.18621369022195666,3.0864197530864197e-4,39,n.s.,3.0864197530864197e-4,39,n.s.
female,breadth,mxm3,F27,10,-0.10944117647058822,0.3062225549608543,-0.7099999999999991,low,0.09259259259259077,0.3894918822222486,0.09259259259259077,0.3894918822222486,4.237288135593221e-4,83,n.s.,4.237288135593221e-4,83,n.s.
female,breadth,mxm3,F29,10,-0.10944117647058822,0.3062225549608543,0.4800000000000004,high,0.27192982456140385,0.3149555236870166,0.2719298245614038,0.3149555236870166,3.703703703703704e-4,66,n.s.,3.703703703703704e-4,66,n.s.
female,breadth,mxm3,F30,10,-0.10944117647058822,0.3062225549608543,-0.39000000000000057,low,0.12820512820512983,0.1963541194879237,0.12820512820512983,0.1963541194879237,3.1055900621118014e-4,40,n.s.,3.1055900621118014e-4,40,n.s.
female,breadth,mxm3,F31,10,-0.10944117647058822,0.3062225549608543,-0.1700000000000017,low,0.25,0.5533135720623463,0.25,0.5533135720623463,5.952380952380953e-4,117,n.s.,5.952380952380953e-4,117,n.s.
female,breadth,mxm3,F32,10,-0.10944117647058822,0.3062225549608543,0.5899999999999999,high,0.6559139784946233,7.671957671957219e-4,0.6559139784946233,7.671957671957219e-4,2.525252525252525e-4,3,n.s.,2.525252525252525e-4,3,n.s.
female,breadth,mxm3,F34,10,-0.10944117647058822,0.3062225549608543,0.08999999999999986,high,0.14814814814814425,0.903962645585686,0.14814814814814425,0.903962645585686,0.0029411764705882353,184,n.s.,0.0029411764705882353,184,n.s.
female,breadth,mxm3,F35,10,-0.10944117647058822,0.3062225549608543,0.6699999999999999,high,0.16483516483516325,0.9188842080370216,0.16483516483516325,0.9188842080370216,0.0038461538461538464,188,n.s.,0.0038461538461538464,188,n.s.
female,breadth,mxm3,F36,10,-0.10944117647058822,0.3062225549608543,0.28000000000000114,high,0.20689655172414512,0.7728972737892706,0.20689655172414512,0.7728972737892706,0.0013157894736842105,163,n.s.,0.0013157894736842105,163,n.s.
female,breadth,mxm3,F37,10,-0.10944117647058822,0.3062225549608543,0.33000000000000007,high,0.05882352941176348,0.3970440256053638,0.05882352941176348,0.3970440256053638,4.2735042735042735e-4,84,n.s.,4.2735042735042735e-4,84,n.s.
female,breadth,mxm3,F39,10,-0.10944117647058822,0.3062225549608543,-0.2699999999999996,high,0.030303030303035033,0.20773916341597154,0.030303030303035033,0.20773916341597154,3.1847133757961787e-4,44,n.s.,3.1847133757961787e-4,44,n.s.
female,breadth,mxm3,F4,10,-0.10944117647058822,0.3062225549608543,-0.3099999999999987,low,0.22950819672131037,0.9862889979976166,0.22950819672131037,0.9862889979976166,0.016666666666666666,198,n.s.,0.016666666666666666,198,n.s.
female,breadth,mxm3,F41,10,-0.10944117647058822,0.3062225549608543,0.3100000000000005,high,0.5384615384615374,0,0.5384615384615374,0,2.5e-4,1,*,2.5e-4,1,*
female,breadth,mxm3,F5,10,-0.10944117647058822,0.3062225549608543,-0.2699999999999996,low,0.18518518518518423,0.9306814919491859,0.1851851851851842,0.9306814919491859,0.005,191,n.s.,0.005,191,n.s.
female,breadth,mxm3,F7,10,-0.10944117647058822,0.3062225549608543,-0.40000000000000036,low,0.21739130434782675,0.7728972737893132,0.21739130434782675,0.7728972737893132,0.0013513513513513514,164,n.s.,0.0013513513513513514,164,n.s.
female,breadth,mxm3,F9,10,-0.10944117647058822,0.3062225549608543,0.0600000000000005,high,0.293103448275861,0.3576691472890087,0.293103448275861,0.3576691472890087,4.065040650406504e-4,78,n.s.,4.065040650406504e-4,78,n.s.
female,breadth,mxp4,F1,10,-0.36459374999999994,0.2985815326209193,-0.20999999999999908,low,0.26666666666666194,0.5601572456255008,0.26666666666666194,0.5601572456255008,6.097560975609756e-4,119,n.s.,6.097560975609756e-4,119,n.s.
female,breadth,mxp4,F11,10,-0.36459374999999994,0.2985815326209193,0.009999999999999787,high,0.1951219512195123,0.8919859170918436,0.1951219512195123,0.8919859170918436,0.002631578947368421,182,n.s.,0.002631578947368421,182,n.s.
female,breadth,mxp4,F12,10,-0.36459374999999994,0.2985815326209193,-0.8600000000000003,low,0.5526315789473667,0.7175419401462927,0.5526315789473667,0.7175419401462927,0.001,151,n.s.,0.001,151,n.s.
female,breadth,mxp4,F13,10,-0.36459374999999994,0.2985815326209193,-0.5199999999999996,low,0.20754716981131993,0.6800952774027116,0.20754716981131993,0.6800952774027116,8.620689655172415e-4,143,n.s.,8.620689655172415e-4,143,n.s.
female,breadth,mxp4,F14,10,-0.36459374999999994,0.2985815326209193,-0.1999999999999993,high,0.4782608695652179,0.05691757955655377,0.4782608695652179,0.05691757955655377,2.73224043715847e-4,18,n.s.,2.73224043715847e-4,18,n.s.
female,breadth,mxp4,F15,10,-0.36459374999999994,0.2985815326209193,-0.2900000000000009,high,0.2631578947368372,0.43766512179542155,0.2631578947368372,0.43766512179542155,4.5871559633027525e-4,92,n.s.,4.5871559633027525e-4,92,n.s.
female,breadth,mxp4,F16,10,-0.36459374999999994,0.2985815326209193,-0.41000000000000014,low,0.25925925925925986,0.4633553569355113,0.25925925925925986,0.4633553569355113,4.807692307692308e-4,97,n.s.,4.807692307692308e-4,97,n.s.
female,breadth,mxp4,F17,10,-0.36459374999999994,0.2985815326209193,0.20999999999999908,high,0.37777777777777427,0.13759338462284856,0.37777777777777427,0.13759338462284856,2.8901734104046245e-4,28,n.s.,2.8901734104046245e-4,28,n.s.
female,breadth,mxp4,F18,10,-0.36459374999999994,0.2985815326209193,-0.03999999999999915,high,0.2600000000000006,0.5988501422159059,0.2600000000000006,0.5988501422159059,6.849315068493151e-4,128,n.s.,6.849315068493151e-4,128,n.s.
female,breadth,mxp4,F19,10,-0.36459374999999994,0.2985815326209193,-0.4300000000000015,low,0.03225806451613384,0.012500000000037703,0.03225806451613384,0.012500000000037703,2.631578947368421e-4,11,n.s.,2.631578947368421e-4,11,n.s.
female,breadth,mxp4,F2,10,-0.36459374999999994,0.2985815326209193,-0.5899999999999999,low,0.17500000000000054,0.2018772051939104,0.17500000000000054,0.2018772051939104,3.125e-4,41,n.s.,3.125e-4,41,n.s.
female,breadth,mxp4,F20,10,-0.36459374999999994,0.2985815326209193,-0.6999999999999993,low,0.23809523809523728,0.01250000000003526,0.23809523809523728,0.01250000000003526,2.617801047120419e-4,10,n.s.,2.617801047120419e-4,10,n.s.
female,breadth,mxp4,F21,10,-0.36459374999999994,0.2985815326209193,0.19000000000000128,high,0.3400000000000022,0.13759338462284115,0.3400000000000022,0.13759338462284115,2.8735632183908046e-4,27,n.s.,2.8735632183908046e-4,27,n.s.
female,breadth,mxp4,F22,10,-0.36459374999999994,0.2985815326209193,-0.7300000000000004,low,0.4035087719298251,0.3235197150846628,0.4035087719298251,0.3235197150846628,0.00037593984962406017,68,n.s.,0.00037593984962406017,68,n.s.
female,breadth,mxp4,F23,10,-0.36459374999999994,0.2985815326209193,0.41999999999999993,high,0.7478260869565222,0,0.7478260869565222,0,2.512562814070352e-4,2,*,2.512562814070352e-4,2,*
female,breadth,mxp4,F24,10,-0.36459374999999994,0.2985815326209193,-0.7799999999999994,low,0.31578947368421084,0.012500000000000622,0.31578947368421084,0.012500000000000622,2.5906735751295336e-4,8,n.s.,2.5906735751295336e-4,8,n.s.
female,breadth,mxp4,F25,10,-0.36459374999999994,0.2985815326209193,0.11999999999999922,high,0.41935483870967627,0.0765344058662083,0.41935483870967627,0.0765344058662083,2.793296089385475e-4,22,n.s.,2.793296089385475e-4,22,n.s.
female,breadth,mxp4,F26,10,-0.36459374999999994,0.2985815326209193,-0.3600000000000012,high,0.21212121212120869,0.7575042575199805,0.21212121212120869,0.7575042575199805,0.001282051282051282,162,n.s.,0.001282051282051282,162,n.s.
female,breadth,mxp4,F27,10,-0.36459374999999994,0.2985815326209193,-0.33000000000000007,high,0.25806451612903353,0.5254395960323858,0.25806451612903353,0.5254395960323858,5.617977528089888e-4,112,n.s.,5.617977528089888e-4,112,n.s.
female,breadth,mxp4,F29,10,-0.36459374999999994,0.2985815326209193,-0.39000000000000057,low,0.18604651162790725,0.8469546333383084,0.18604651162790725,0.8469546333383084,0.0017857142857142859,173,n.s.,0.0017857142857142859,173,n.s.
female,breadth,mxp4,F3,10,-0.36459374999999994,0.2985815326209193,-0.4299999999999997,low,0.5641025641025649,0.012500000000000622,0.5641025641025649,0.012500000000000622,2.577319587628866e-4,7,n.s.,2.577319587628866e-4,7,n.s.
female,breadth,mxp4,F30,10,-0.36459374999999994,0.2985815326209193,-1.7300000000000004,low,0.39215686274509687,0.9417917284599899,0.3921568627450968,0.9417917284599899,0.005555555555555556,192,n.s.,0.005555555555555556,192,n.s.
female,breadth,mxp4,F32,10,-0.36459374999999994,0.2985815326209193,0.15000000000000036,high,0.5238095238095276,0.03571517779788865,0.5238095238095276,0.03571517779788865,2.6737967914438503e-4,14,n.s.,2.6737967914438503e-4,14,n.s.
female,breadth,mxp4,F34,10,-0.36459374999999994,0.2985815326209193,-0.45000000000000107,low,0.380952380952384,0.7364581023882005,0.380952380952384,0.7364581023882005,0.0011111111111111111,156,n.s.,0.0011111111111111111,156,n.s.
female,breadth,mxp4,F35,10,-0.36459374999999994,0.2985815326209193,-0.46999999999999886,low,0.13513513513513253,0.20773916341597043,0.13513513513513253,0.20773916341597043,3.1645569620253165e-4,43,n.s.,3.1645569620253165e-4,43,n.s.
female,breadth,mxp4,F36,10,-0.36459374999999994,0.2985815326209193,-0.20999999999999908,high,0.24137931034482854,0.8126179978496386,0.24137931034482854,0.8126179978496386,0.0015625,169,n.s.,0.0015625,169,n.s.
female,breadth,mxp4,F37,10,-0.36459374999999994,0.2985815326209193,-0.8399999999999999,low,0.2499999999999989,0.8718242326591238,0.2499999999999989,0.8718242326591238,0.0020833333333333333,177,n.s.,0.0020833333333333333,177,n.s.
female,breadth,mxp4,F4,10,-0.36459374999999994,0.2985815326209193,0.3000000000000007,high,0.26666666666666705,0.5076588137186917,0.26666666666666705,0.5076588137186917,5.376344086021505e-4,108,n.s.,5.376344086021505e-4,108,n.s.
female,breadth,mxp4,F41,10,-0.36459374999999994,0.2985815326209193,0.08000000000000007,high,0.059999999999998506,0.27717915507640156,0.059999999999998506,0.27717915507640156,3.5211267605633805e-4,59,n.s.,3.5211267605633805e-4,59,n.s.
female,breadth,mxp4,F6,10,-0.36459374999999994,0.2985815326209193,-0.23000000000000043,high,0.3111111111111103,0.1732426881144261,0.3111111111111103,0.1732426881144261,2.994011976047904e-4,34,n.s.,2.994011976047904e-4,34,n.s.
female,breadth,mxp4,F7,10,-0.36459374999999994,0.2985815326209193,-0.6600000000000001,low,0.10169491525423514,0.47234678219178305,0.10169491525423514,0.47234678219178305,5e-4,101,n.s.,5e-4,101,n.s.
female,breadth,mxp4,F9,10,-0.36459374999999994,0.2985815326209193,-0.1999999999999993,high,0.5333333333333325,0.02149027986761087,0.5333333333333325,0.02149027986761087,2.6595744680851064e-4,13,n.s.,2.6595744680851064e-4,13,n.s.
female,length,mnm1,F1,10,0.17010000000000003,0.3346069320784835,0.20000000000000107,high,0.19512195121951145,0.8718242326591332,0.19512195121951145,0.8718242326591332,0.002173913043478261,177,n.s.,0.002173913043478261,177,n.s.
female,length,mnm1,F11,10,0.17010000000000003,0.3346069320784835,0.02999999999999936,low,0.13157894736842327,0.20187720519386132,0.13157894736842327,0.20187720519386132,3.225806451612903e-4,45,n.s.,3.225806451612903e-4,45,n.s.
female,length,mnm1,F12,10,0.17010000000000003,0.3346069320784835,-0.08000000000000007,high,0.1025641025641007,0.6739648722207612,0.1025641025641007,0.6739648722207612,8.333333333333334e-4,140,n.s.,8.333333333333334e-4,140,n.s.
female,length,mnm1,F13,10,0.17010000000000003,0.3346069320784835,0.8600000000000012,high,0.40277777777777773,0.12960289081432017,0.40277777777777773,0.12960289081432017,2.9411764705882356e-4,30,n.s.,2.9411764705882356e-4,30,n.s.
female,length,mnm1,F14,10,0.17010000000000003,0.3346069320784835,-0.5199999999999996,low,0.3382352941176478,0.9127058341661236,0.3382352941176478,0.9127058341661236,0.0038461538461538464,187,n.s.,0.0038461538461538464,187,n.s.
female,length,mnm1,F15,10,0.17010000000000003,0.3346069320784835,0.9000000000000004,high,0.17808219178082288,0.842948749575531,0.17808219178082288,0.842948749575531,0.0016666666666666668,170,n.s.,0.0016666666666666668,170,n.s.
female,length,mnm1,F16,10,0.17010000000000003,0.3346069320784835,0.7799999999999994,high,0.3409090909090894,0.24895643883409968,0.3409090909090894,0.24895643883409968,3.4722222222222224e-4,56,n.s.,3.4722222222222224e-4,56,n.s.
female,length,mnm1,F18,10,0.17010000000000003,0.3346069320784835,0.08999999999999986,low,0.24390243902439074,0.2799685636591984,0.24390243902439074,0.2799685636591984,3.5714285714285714e-4,60,n.s.,3.5714285714285714e-4,60,n.s.
female,length,mnm1,F2,10,0.17010000000000003,0.3346069320784835,-0.3999999999999986,low,0.3333333333333317,0.8625310947153826,0.3333333333333317,0.8625310947153826,0.002,175,n.s.,0.002,175,n.s.
female,length,mnm1,F28,10,0.17010000000000003,0.3346069320784835,0.3699999999999992,high,0.12499999999999768,0.012500000000000622,0.12499999999999768,0.012500000000000622,2.538071065989848e-4,3,n.s.,2.538071065989848e-4,3,n.s.
female,length,mnm1,F3,10,0.17010000000000003,0.3346069320784835,0.3199999999999985,high,0.12195121951218868,0.7510174782963148,0.12195121951218868,0.7510174782963148,0.0010869565217391304,154,n.s.,0.0010869565217391304,154,n.s.
female,length,mnm1,F33,10,0.17010000000000003,0.3346069320784835,0.370000000000001,high,0.22222222222222368,0.5254395960323804,0.22222222222222368,0.5254395960323804,6.097560975609756e-4,118,n.s.,6.097560975609756e-4,118,n.s.
female,length,mnm1,F38,10,0.17010000000000003,0.3346069320784835,0.7999999999999989,high,0.3999999999999993,0.20929075697411195,0.3999999999999993,0.20929075697411195,3.289473684210526e-4,48,n.s.,3.289473684210526e-4,48,n.s.
female,length,mnm1,F4,10,0.17010000000000003,0.3346069320784835,-0.16000000000000014,low,0.3764705882352946,0.41255829851794407,0.3764705882352946,0.41255829851794407,4.716981132075472e-4,94,n.s.,4.716981132075472e-4,94,n.s.
female,length,mnm1,F40,10,0.17010000000000003,0.3346069320784835,-0.33999999999999986,low,0.19999999999999823,0.8340256672067651,0.19999999999999823,0.8340256672067651,0.0015151515151515152,167,n.s.,0.0015151515151515152,167,n.s.
female,length,mnm1,F5,10,0.17010000000000003,0.3346069320784835,0.9499999999999993,high,0.3289473684210504,0.31289777882836584,0.3289473684210504,0.31289777882836584,3.703703703703704e-4,65,n.s.,3.703703703703704e-4,65,n.s.
female,length,mnm1,F6,10,0.17010000000000003,0.3346069320784835,-0.6300000000000008,low,0.257142857142857,0.6978383031371262,0.257142857142857,0.6978383031371262,9.090909090909091e-4,145,n.s.,9.090909090909091e-4,145,n.s.
female,length,mnm1,F7,10,0.17010000000000003,0.3346069320784835,0.5999999999999996,high,0.23404255319148873,0.5381978484589868,0.23404255319148873,0.5381978484589868,6.25e-4,120,n.s.,6.25e-4,120,n.s.
female,length,mnm1,F8,10,0.17010000000000003,0.3346069320784835,-0.16000000000000014,low,0.04878048780487699,0.32235387661557446,0.04878048780487699,0.32235387661557446,3.846153846153846e-4,70,n.s.,3.846153846153846e-4,70,n.s.
female,length,mnm1,F9,10,0.17010000000000003,0.3346069320784835,-0.4800000000000004,low,0.3,0.8882808612494054,0.3,0.8882808612494054,0.002380952380952381,179,n.s.,0.002380952380952381,179,n.s.
female,length,mnm2,F1,10,0.23318749999999988,0.40852299054647023,0.5199999999999996,high,0.3214285714285717,0.3058040256196801,0.3214285714285717,0.3058040256196801,3.676470588235294e-4,64,n.s.,3.676470588235294e-4,64,n.s.
female,length,mnm2,F11,10,0.23318749999999988,0.40852299054647023,-0.11000000000000121,high,0.19444444444444156,0.6925179655484779,0.19444444444444156,0.6925179655484779,8.928571428571429e-4,144,n.s.,8.928571428571429e-4,144,n.s.
female,length,mnm2,F14,10,0.23318749999999988,0.40852299054647023,0.46999999999999886,high,0.3421052631578946,0.2661584006400985,0.3421052631578946,0.2661584006400985,3.5211267605633805e-4,58,n.s.,3.5211267605633805e-4,58,n.s.
female,length,mnm2,F15,10,0.23318749999999988,0.40852299054647023,0.08000000000000007,low,0.06666666666666525,0.10179987134378732,0.06666666666666525,0.10179987134378732,2.8409090909090913e-4,24,n.s.,2.8409090909090913e-4,24,n.s.
female,length,mnm2,F16,10,0.23318749999999988,0.40852299054647023,0.4900000000000002,high,0.31958762886597786,0.2840251746724507,0.31958762886597786,0.2840251746724507,3.5971223021582735e-4,61,n.s.,3.5971223021582735e-4,61,n.s.
female,length,mnm2,F18,10,0.23318749999999988,0.40852299054647023,-0.2900000000000009,low,0.4957264957264966,0.36044519638758,0.4957264957264966,0.36044519638758,4.237288135593221e-4,82,n.s.,4.237288135593221e-4,82,n.s.
female,length,mnm2,F2,10,0.23318749999999988,0.40852299054647023,1.25,high,0.10144927536231932,0.2139720749026175,0.10144927536231932,0.2139720749026175,3.3112582781456954e-4,49,n.s.,3.3112582781456954e-4,49,n.s.
female,length,mnm2,F28,10,0.23318749999999988,0.40852299054647023,0.5199999999999996,high,0.5749999999999961,0.02832051081302148,0.5749999999999961,0.02832051081302148,2.617801047120419e-4,9,n.s.,2.617801047120419e-4,9,n.s.
female,length,mnm2,F3,10,0.23318749999999988,0.40852299054647023,-0.47000000000000064,low,0.2921348314606737,0.7618870806340419,0.2921348314606737,0.7618870806340419,0.0011111111111111111,155,n.s.,0.0011111111111111111,155,n.s.
female,length,mnm2,F33,10,0.23318749999999988,0.40852299054647023,-0.6400000000000006,low,0.2699999999999996,0.4443701043934618,0.2699999999999996,0.4443701043934618,5e-4,100,n.s.,5e-4,100,n.s.
female,length,mnm2,F40,10,0.23318749999999988,0.40852299054647023,0.5899999999999999,high,0.27884615384615324,0.2886529126031152,0.27884615384615324,0.2886529126031152,3.6231884057971015e-4,62,n.s.,3.6231884057971015e-4,62,n.s.
female,length,mnm2,F5,10,0.23318749999999988,0.40852299054647023,0.3200000000000003,low,0.43137254901960753,0.33274331720060535,0.43137254901960753,0.33274331720060535,3.968253968253968e-4,74,n.s.,3.968253968253968e-4,74,n.s.
female,length,mnm2,F6,10,0.23318749999999988,0.40852299054647023,1.0700000000000003,high,0.1162790697674436,0.7104212463099395,0.1162790697674436,0.7104212463099395,9.433962264150943e-4,147,n.s.,9.433962264150943e-4,147,n.s.
female,length,mnm2,F7,10,0.23318749999999988,0.40852299054647023,0.5899999999999999,high,0.1428571428571425,0.9288538460933395,0.1428571428571425,0.9288538460933395,0.005555555555555556,191,n.s.,0.005555555555555556,191,n.s.
