Ind,Rep,Side,Sex,Dimension,Arcade,Class,Position,Trait,Value
F15,4,R,female,length,mx,premolar,4,mxp4,5.46
F15,4,L,female,length,mn,molar,1,mnm1,8.75
F15,4,L,female,length,mn,molar,2,mnm2,10.61
F15,4,L,female,length,mn,molar,3,mnm3,14.48
F15,4,L,female,length,mn,premolar,4,mnp4,7.27
F15,4,L,female,length,mx,molar,1,mxm1,9.46
F15,4,L,female,length,mx,molar,2,mxm2,11.34
F15,4,L,female,length,mx,molar,3,mxm3,10.84
F15,4,L,female,length,mx,premolar,4,mxp4,6.28
F15,5,R,female,length,mn,molar,1,mnm1,9.53
F15,5,R,female,length,mn,molar,2,mnm2,11.46
F15,5,R,female,length,mn,molar,3,mnm3,14.43
F15,5,R,female,length,mn,premolar,4,mnp4,7.39
F15,5,R,female,length,mx,molar,1,mxm1,8.83
F15,5,R,female,length,mx,molar,2,mxm2,10.79
F15,5,R,female,length,mx,molar,3,mxm3,10.83
F15,5,R,female,length,mx,premolar,4,mxp4,5.54
F15,5,L,female,length,mn,molar,1,mnm1,8.98
F15,5,L,female,length,mn,molar,2,mnm2,10.63
F15,5,L,female,length,mn,molar,3,mnm3,14.48
F15,5,L,female,length,mn,premolar,4,mnp4,7.15
F15,5,L,female,length,mx,molar,1,mxm1,9.15
F15,5,L,female,length,mx,molar,2,mxm2,10.75
F15,5,L,female,length,mx,molar,3,mxm3,10.74
F15,5,L,female,length,mx,premolar,4,mxp4,6.15
F15,6,R,female,length,mn,molar,1,mnm1,9.32
F15,6,R,female,length,mn,molar,2,mnm2,11.11
F15,6,R,female,length,mn,molar,3,mnm3,14.58
F15,6,R,female,length,mn,premolar,4,mnp4,7.84
F15,6,R,female,length,mx,molar,1,mxm1,9.29
F15,6,R,female,length,mx,molar,2,mxm2,11.16
F15,6,R,female,length,mx,molar,3,mxm3,10.76
F15,6,R,female,length,mx,premolar,4,mxp4,5.75
F15,6,L,female,length,mn,molar,1,mnm1,8.79
F15,6,L,female,length,mn,molar,2,mnm2,11.03
F15,6,L,female,length,mn,molar,3,mnm3,14.38
F15,6,L,female,length,mn,premolar,4,mnp4,6.97
F15,6,L,female,length,mx,molar,1,mxm1,9.26
F15,6,L,female,length,mx,molar,2,mxm2,11.38
F15,6,L,female,length,mx,molar,3,mxm3,10.65
F15,6,L,female,length,mx,premolar,4,mxp4,6.89
F15,7,R,female,length,mn,molar,1,mnm1,9.57
F15,7,R,female,length,mn,molar,2,mnm2,11.51
F15,7,R,female,length,mn,molar,3,mnm3,14.94
F15,7,R,female,length,mn,premolar,4,mnp4,7.55
F15,7,R,female,length,mx,molar,1,mxm1,8.88
F15,7,R,female,length,mx,molar,2,mxm2,11.69
F15,7,R,female,length,mx,molar,3,mxm3,10.96
F15,7,R,female,length,mx,premolar,4,mxp4,5.83
F15,7,L,female,length,mn,molar,1,mnm1,8.67
F15,7,L,female,length,mn,molar,2,mnm2,11.21
F15,7,L,female,length,mn,molar,3,mnm3,14.21
F15,7,L,female,length,mn,premolar,4,mnp4,7.41
F15,7,L,female,length,mx,molar,1,mxm1,9.24
F15,7,L,female,length,mx,molar,2,mxm2,11.42
F15,7,L,female,length,mx,molar,3,mxm3,10.94
F15,7,L,female,length,mx,premolar,4,mxp4,6.26
F15,8,R,female,length,mn,molar,1,mnm1,9.18
F15,8,R,female,length,mn,molar,2,mnm2,11.16
F15,8,R,female,length,mn,molar,3,mnm3,14.52
F15,8,R,female,length,mn,premolar,4,mnp4,7.67
F15,8,R,female,length,mx,molar,1,mxm1,9.55
F15,8,R,female,length,mx,molar,2,mxm2,10.95
F15,8,R,female,length,mx,molar,3,mxm3,10.87
F15,8,R,female,length,mx,premolar,4,mxp4,5.79
F15,8,L,female,length,mn,molar,1,mnm1,8.83
F15,8,L,female,length,mn,molar,2,mnm2,10.83
F15,8,L,female,length,mn,molar,3,mnm3,14.49
F15,8,L,female,length,mn,premolar,4,mnp4,7.25
F15,8,L,female,length,mx,molar,1,mxm1,9.41
F15,8,L,female,length,mx,molar,2,mxm2,11.21
F15,8,L,female,length,mx,molar,3,mxm3,10.92
F15,8,L,female,length,mx,premolar,4,mxp4,6.55
F15,9,R,female,length,mn,molar,1,mnm1,9.24
F15,9,R,female,length,mn,molar,2,mnm2,10.94
F15,9,R,female,length,mn,molar,3,mnm3,14.68
F15,9,R,female,length,mn,premolar,4,mnp4,7.28
F15,9,R,female,length,mx,molar,1,mxm1,9.45
F15,9,R,female,length,mx,molar,2,mxm2,11.21
F15,9,R,female,length,mx,molar,3,mxm3,10.86
F15,9,R,female,length,mx,premolar,4,mxp4,5.78
F15,9,L,female,length,mn,molar,1,mnm1,8.97
F15,9,L,female,length,mn,molar,2,mnm2,10.81
F15,9,L,female,length,mn,molar,3,mnm3,14.48
F15,9,L,female,length,mn,premolar,4,mnp4,7.21
F15,9,L,female,length,mx,molar,1,mxm1,8.91
F15,9,L,female,length,mx,molar,2,mxm2,11.32
F15,9,L,female,length,mx,molar,3,mxm3,10.66
F15,9,L,female,length,mx,premolar,4,mxp4,6.43
F15,10,R,female,length,mn,molar,1,mnm1,9.51
F15,10,R,female,length,mn,molar,2,mnm2,11.18
F15,10,R,female,length,mn,molar,3,mnm3,14.82
F15,10,R,female,length,mn,premolar,4,mnp4,7.67
F15,10,R,female,length,mx,molar,1,mxm1,8.99
F15,10,R,female,length,mx,molar,2,mxm2,11.47
F15,10,R,female,length,mx,molar,3,mxm3,10.92
F15,10,R,female,length,mx,premolar,4,mxp4,5.73
F15,10,L,female,length,mn,molar,1,mnm1,8.74
F15,10,L,female,length,mn,molar,2,mnm2,10.69
F15,10,L,female,length,mn,molar,3,mnm3,14.15
F15,10,L,female,length,mn,premolar,4,mnp4,7.27
F15,10,L,female,length,mx,molar,1,mxm1,9.38
F15,10,L,female,length,mx,molar,2,mxm2,11.42
F15,10,L,female,length,mx,molar,3,mxm3,10.98
F15,10,L,female,length,mx,premolar,4,mxp4,6.43
F16,1,R,female,length,mn,molar,1,mnm1,9.95
F16,1,R,female,length,mn,molar,2,mnm2,11.12
F16,1,R,female,length,mn,molar,3,mnm3,NA
F16,1,R,female,length,mn,premolar,4,mnp4,8.26
F16,1,R,female,length,mx,molar,1,mxm1,9.92
F16,1,R,female,length,mx,molar,2,mxm2,11.24
F16,1,R,female,length,mx,molar,3,mxm3,11.95
F16,1,R,female,length,mx,premolar,4,mxp4,6.29
F16,1,L,female,length,mn,molar,1,mnm1,9.83
F16,1,L,female,length,mn,molar,2,mnm2,11.11
F16,1,L,female,length,mn,molar,3,mnm3,NA
F16,1,L,female,length,mn,premolar,4,mnp4,7.96
F16,1,L,female,length,mx,molar,1,mxm1,9.98
F16,1,L,female,length,mx,molar,2,mxm2,11.89
F16,1,L,female,length,mx,molar,3,mxm3,11.81
F16,1,L,female,length,mx,premolar,4,mxp4,6.92
F16,2,R,female,length,mn,molar,1,mnm1,9.78
F16,2,R,female,length,mn,molar,2,mnm2,11.08
F16,2,R,female,length,mn,molar,3,mnm3,NA
F16,2,R,female,length,mn,premolar,4,mnp4,8.38
F16,2,R,female,length,mx,molar,1,mxm1,9.97
F16,2,R,female,length,mx,molar,2,mxm2,11.45
F16,2,R,female,length,mx,molar,3,mxm3,11.97
F16,2,R,female,length,mx,premolar,4,mxp4,6.49
F16,2,L,female,length,mn,molar,1,mnm1,9.88
F16,2,L,female,length,mn,molar,2,mnm2,11.22
F16,2,L,female,length,mn,molar,3,mnm3,NA
F16,2,L,female,length,mn,premolar,4,mnp4,7.99
F16,2,L,female,length,mx,molar,1,mxm1,9.67
F16,2,L,female,length,mx,molar,2,mxm2,11.74
F16,2,L,female,length,mx,molar,3,mxm3,11.92
F16,2,L,female,length,mx,premolar,4,mxp4,6.97
F16,3,R,female,length,mn,molar,1,mnm1,10.08
F16,3,R,female,length,mn,molar,2,mnm2,10.95
F16,3,R,female,length,mn,molar,3,mnm3,NA
F16,3,R,female,length,mn,premolar,4,mnp4,8.37
F16,3,R,female,length,mx,molar,1,mxm1,9.89
F16,3,R,female,length,mx,molar,2,mxm2,11.42
F16,3,R,female,length,mx,molar,3,mxm3,11.88
F16,3,R,female,length,mx,premolar,4,mxp4,6.62
F16,3,L,female,length,mn,molar,1,mnm1,9.61
F16,3,L,female,length,mn,molar,2,mnm2,10.96
F16,3,L,female,length,mn,molar,3,mnm3,NA
F16,3,L,female,length,mn,premolar,4,mnp4,7.97
F16,3,L,female,length,mx,molar,1,mxm1,9.27
F16,3,L,female,length,mx,molar,2,mxm2,11.76
F16,3,L,female,length,mx,molar,3,mxm3,11.24
F16,3,L,female,length,mx,premolar,4,mxp4,6.91
F16,4,R,female,length,mn,molar,1,mnm1,9.95
F16,4,R,female,length,mn,molar,2,mnm2,11.61
F16,4,R,female,length,mn,molar,3,mnm3,NA
F16,4,R,female,length,mn,premolar,4,mnp4,8.37
F16,4,R,female,length,mx,molar,1,mxm1,9.79
F16,4,R,female,length,mx,molar,2,mxm2,11.33
F16,4,R,female,length,mx,molar,3,mxm3,11.85
F16,4,R,female,length,mx,premolar,4,mxp4,6.57
F16,4,L,female,length,mn,molar,1,mnm1,9.65
F16,4,L,female,length,mn,molar,2,mnm2,11.12
F16,4,L,female,length,mn,molar,3,mnm3,NA
F16,4,L,female,length,mn,premolar,4,mnp4,7.82
F16,4,L,female,length,mx,molar,1,mxm1,9.79
F16,4,L,female,length,mx,molar,2,mxm2,11.77
F16,4,L,female,length,mx,molar,3,mxm3,11.95
F16,4,L,female,length,mx,premolar,4,mxp4,6.66
F16,5,R,female,length,mn,molar,1,mnm1,10.24
F16,5,R,female,length,mn,molar,2,mnm2,10.68
F16,5,R,female,length,mn,molar,3,mnm3,NA
F16,5,R,female,length,mn,premolar,4,mnp4,8.42
F16,5,R,female,length,mx,molar,1,mxm1,10.05
F16,5,R,female,length,mx,molar,2,mxm2,11.14
F16,5,R,female,length,mx,molar,3,mxm3,11.98
F16,5,R,female,length,mx,premolar,4,mxp4,6.57
F16,5,L,female,length,mn,molar,1,mnm1,9.88
F16,5,L,female,length,mn,molar,2,mnm2,11.16
F16,5,L,female,length,mn,molar,3,mnm3,NA
F16,5,L,female,length,mn,premolar,4,mnp4,7.88
F16,5,L,female,length,mx,molar,1,mxm1,9.97
F16,5,L,female,length,mx,molar,2,mxm2,11.66
F16,5,L,female,length,mx,molar,3,mxm3,12.14
F16,5,L,female,length,mx,premolar,4,mxp4,6.89
F16,6,R,female,length,mn,molar,1,mnm1,9.89
F16,6,R,female,length,mn,molar,2,mnm2,11.13
F16,6,R,female,length,mn,molar,3,mnm3,NA
F16,6,R,female,length,mn,premolar,4,mnp4,8.46
F16,6,R,female,length,mx,molar,1,mxm1,9.58
F16,6,R,female,length,mx,molar,2,mxm2,11.92
F16,6,R,female,length,mx,molar,3,mxm3,12.19
F16,6,R,female,length,mx,premolar,4,mxp4,6.42
F16,6,L,female,length,mn,molar,1,mnm1,9.67
F16,6,L,female,length,mn,molar,2,mnm2,10.95
F16,6,L,female,length,mn,molar,3,mnm3,NA
F16,6,L,female,length,mn,premolar,4,mnp4,7.78
F16,6,L,female,length,mx,molar,1,mxm1,9.93
F16,6,L,female,length,mx,molar,2,mxm2,11.87
F16,6,L,female,length,mx,molar,3,mxm3,12.37
F16,6,L,female,length,mx,premolar,4,mxp4,6.86
F16,7,R,female,length,mn,molar,1,mnm1,10.22
F16,7,R,female,length,mn,molar,2,mnm2,10.78
F16,7,R,female,length,mn,molar,3,mnm3,NA
F16,7,R,female,length,mn,premolar,4,mnp4,8.48
F16,7,R,female,length,mx,molar,1,mxm1,9.62
F16,7,R,female,length,mx,molar,2,mxm2,11.65
F16,7,R,female,length,mx,molar,3,mxm3,11.87
F16,7,R,female,length,mx,premolar,4,mxp4,6.27
F16,7,L,female,length,mn,molar,1,mnm1,9.74
F16,7,L,female,length,mn,molar,2,mnm2,11.13
F16,7,L,female,length,mn,molar,3,mnm3,NA
F16,7,L,female,length,mn,premolar,4,mnp4,7.86
F16,7,L,female,length,mx,molar,1,mxm1,9.87
F16,7,L,female,length,mx,molar,2,mxm2,11.74
F16,7,L,female,length,mx,molar,3,mxm3,11.92
F16,7,L,female,length,mx,premolar,4,mxp4,6.94
F16,8,R,female,length,mn,molar,1,mnm1,10.25
F16,8,R,female,length,mn,molar,2,mnm2,11.25
F16,8,R,female,length,mn,molar,3,mnm3,NA
F16,8,R,female,length,mn,premolar,4,mnp4,8.46
F16,8,R,female,length,mx,molar,1,mxm1,9.74
F16,8,R,female,length,mx,molar,2,mxm2,11.83
F16,8,R,female,length,mx,molar,3,mxm3,11.56
F16,8,R,female,length,mx,premolar,4,mxp4,6.56
F16,8,L,female,length,mn,molar,1,mnm1,9.47
F16,8,L,female,length,mn,molar,2,mnm2,11.38
F16,8,L,female,length,mn,molar,3,mnm3,NA
F16,8,L,female,length,mn,premolar,4,mnp4,7.77
F16,8,L,female,length,mx,molar,1,mxm1,9.73
F16,8,L,female,length,mx,molar,2,mxm2,11.41
F16,8,L,female,length,mx,molar,3,mxm3,11.99
F16,8,L,female,length,mx,premolar,4,mxp4,6.91
F16,9,R,female,length,mn,molar,1,mnm1,9.11
F16,9,R,female,length,mn,molar,2,mnm2,10.51
F16,9,R,female,length,mn,molar,3,mnm3,NA
F16,9,R,female,length,mn,premolar,4,mnp4,8.28
F16,9,R,female,length,mx,molar,1,mxm1,9.78
F16,9,R,female,length,mx,molar,2,mxm2,11.36
F16,9,R,female,length,mx,molar,3,mxm3,11.79
F16,9,R,female,length,mx,premolar,4,mxp4,6.43
F16,9,L,female,length,mn,molar,1,mnm1,9.11
F16,9,L,female,length,mn,molar,2,mnm2,10.72
F16,9,L,female,length,mn,molar,3,mnm3,NA
F16,9,L,female,length,mn,premolar,4,mnp4,7.77
F16,9,L,female,length,mx,molar,1,mxm1,10.12
F16,9,L,female,length,mx,molar,2,mxm2,11.93
F16,9,L,female,length,mx,molar,3,mxm3,11.72
F16,9,L,female,length,mx,premolar,4,mxp4,6.92
F16,10,R,female,length,mn,molar,1,mnm1,9.98
F16,10,R,female,length,mn,molar,2,mnm2,10.92
F16,10,R,female,length,mn,molar,3,mnm3,NA
F16,10,R,female,length,mn,premolar,4,mnp4,8.25
F16,10,R,female,length,mx,molar,1,mxm1,10.17
F16,10,R,female,length,mx,molar,2,mxm2,11.97
F16,10,R,female,length,mx,molar,3,mxm3,11.49
F16,10,R,female,length,mx,premolar,4,mxp4,6.94
F16,10,L,female,length,mn,molar,1,mnm1,9.73
F16,10,L,female,length,mn,molar,2,mnm2,10.99
F16,10,L,female,length,mn,molar,3,mnm3,NA
F16,10,L,female,length,mn,premolar,4,mnp4,7.86
F16,10,L,female,length,mx,molar,1,mxm1,9.77
F16,10,L,female,length,mx,molar,2,mxm2,11.46
F16,10,L,female,length,mx,molar,3,mxm3,11.97
F16,10,L,female,length,mx,premolar,4,mxp4,6.93
F17,1,R,female,length,mn,molar,1,mnm1,NA
F17,1,R,female,length,mn,molar,2,mnm2,NA
F17,1,R,female,length,mn,molar,3,mnm3,14.17
F17,1,R,female,length,mn,premolar,4,mnp4,NA
F17,1,R,female,length,mx,molar,1,mxm1,9.26
F17,1,R,female,length,mx,molar,2,mxm2,11.26
F17,1,R,female,length,mx,molar,3,mxm3,12.89
F17,1,R,female,length,mx,premolar,4,mxp4,6.28
F17,1,L,female,length,mn,molar,1,mnm1,NA
F17,1,L,female,length,mn,molar,2,mnm2,NA
F17,1,L,female,length,mn,molar,3,mnm3,14.36
F17,1,L,female,length,mn,premolar,4,mnp4,NA
F17,1,L,female,length,mx,molar,1,mxm1,9.92
F17,1,L,female,length,mx,molar,2,mxm2,11.86
F17,1,L,female,length,mx,molar,3,mxm3,12.77
F17,1,L,female,length,mx,premolar,4,mxp4,6.31
F17,2,R,female,length,mn,molar,1,mnm1,NA
F17,2,R,female,length,mn,molar,2,mnm2,NA
F17,2,R,female,length,mn,molar,3,mnm3,14.43
F17,2,R,female,length,mn,premolar,4,mnp4,NA
F17,2,R,female,length,mx,molar,1,mxm1,9.21
F17,2,R,female,length,mx,molar,2,mxm2,11.35
F17,2,R,female,length,mx,molar,3,mxm3,12.87
F17,2,R,female,length,mx,premolar,4,mxp4,6.45
F17,2,L,female,length,mn,molar,1,mnm1,NA
F17,2,L,female,length,mn,molar,2,mnm2,NA
F17,2,L,female,length,mn,molar,3,mnm3,14.75
F17,2,L,female,length,mn,premolar,4,mnp4,NA
F17,2,L,female,length,mx,molar,1,mxm1,10.29
F17,2,L,female,length,mx,molar,2,mxm2,11.88
F17,2,L,female,length,mx,molar,3,mxm3,12.53
F17,2,L,female,length,mx,premolar,4,mxp4,6.16
F17,3,R,female,length,mn,molar,1,mnm1,NA
F17,3,R,female,length,mn,molar,2,mnm2,NA
F17,3,R,female,length,mn,molar,3,mnm3,14.98
F17,3,R,female,length,mn,premolar,4,mnp4,NA
F17,3,R,female,length,mx,molar,1,mxm1,9.04
F17,3,R,female,length,mx,molar,2,mxm2,11.18
F17,3,R,female,length,mx,molar,3,mxm3,12.76
F17,3,R,female,length,mx,premolar,4,mxp4,6.34
F17,3,L,female,length,mn,molar,1,mnm1,NA
F17,3,L,female,length,mn,molar,2,mnm2,NA
F17,3,L,female,length,mn,molar,3,mnm3,14.42
F17,3,L,female,length,mn,premolar,4,mnp4,NA
F17,3,L,female,length,mx,molar,1,mxm1,9.63
F17,3,L,female,length,mx,molar,2,mxm2,11.55
F17,3,L,female,length,mx,molar,3,mxm3,12.97
F17,3,L,female,length,mx,premolar,4,mxp4,6.27
F17,4,R,female,length,mn,molar,1,mnm1,NA
F17,4,R,female,length,mn,molar,2,mnm2,NA
F17,4,R,female,length,mn,molar,3,mnm3,14.52
F17,4,R,female,length,mn,premolar,4,mnp4,NA
F17,4,R,female,length,mx,molar,1,mxm1,8.74
F17,4,R,female,length,mx,molar,2,mxm2,10.85
F17,4,R,female,length,mx,molar,3,mxm3,12.58
F17,4,R,female,length,mx,premolar,4,mxp4,6.27
F17,4,L,female,length,mn,molar,1,mnm1,NA
F17,4,L,female,length,mn,molar,2,mnm2,NA
F17,4,L,female,length,mn,molar,3,mnm3,14.88
F17,4,L,female,length,mn,premolar,4,mnp4,NA
F17,4,L,female,length,mx,molar,1,mxm1,9.39
F17,4,L,female,length,mx,molar,2,mxm2,11.59
F17,4,L,female,length,mx,molar,3,mxm3,12.65
F17,4,L,female,length,mx,premolar,4,mxp4,6.22
F17,5,R,female,length,mn,molar,1,mnm1,NA
F17,5,R,female,length,mn,molar,2,mnm2,NA
F17,5,R,female,length,mn,molar,3,mnm3,14.75
F17,5,R,female,length,mn,premolar,4,mnp4,NA
F17,5,R,female,length,mx,molar,1,mxm1,8.83
F17,5,R,female,length,mx,molar,2,mxm2,11.24
F17,5,R,female,length,mx,molar,3,mxm3,12.64
F17,5,R,female,length,mx,premolar,4,mxp4,6.37
F17,5,L,female,length,mn,molar,1,mnm1,NA
F17,5,L,female,length,mn,molar,2,mnm2,NA
F17,5,L,female,length,mn,molar,3,mnm3,14.26
F17,5,L,female,length,mn,premolar,4,mnp4,NA
F17,5,L,female,length,mx,molar,1,mxm1,9.63
F17,5,L,female,length,mx,molar,2,mxm2,11.73
F17,5,L,female,length,mx,molar,3,mxm3,12.76
F17,5,L,female,length,mx,premolar,4,mxp4,6.12
F17,6,R,female,length,mn,molar,1,mnm1,NA
F17,6,R,female,length,mn,molar,2,mnm2,NA
F17,6,R,female,length,mn,molar,3,mnm3,14.61
F17,6,R,female,length,mn,premolar,4,mnp4,NA
F17,6,R,female,length,mx,molar,1,mxm1,8.97
F17,6,R,female,length,mx,molar,2,mxm2,11.05
F17,6,R,female,length,mx,molar,3,mxm3,12.82
F17,6,R,female,length,mx,premolar,4,mxp4,6.41
F17,6,L,female,length,mn,molar,1,mnm1,NA
F17,6,L,female,length,mn,molar,2,mnm2,NA
F17,6,L,female,length,mn,molar,3,mnm3,14.55
F17,6,L,female,length,mn,premolar,4,mnp4,NA
F17,6,L,female,length,mx,molar,1,mxm1,9.47
F17,6,L,female,length,mx,molar,2,mxm2,11.81
F17,6,L,female,length,mx,molar,3,mxm3,12.83
F17,6,L,female,length,mx,premolar,4,mxp4,6.19
F17,7,R,female,length,mn,molar,1,mnm1,NA
F17,7,R,female,length,mn,molar,2,mnm2,NA
F17,7,R,female,length,mn,molar,3,mnm3,14.45
F17,7,R,female,length,mn,premolar,4,mnp4,NA
F17,7,R,female,length,mx,molar,1,mxm1,9.16
F17,7,R,female,length,mx,molar,2,mxm2,11.22
F17,7,R,female,length,mx,molar,3,mxm3,12.83
F17,7,R,female,length,mx,premolar,4,mxp4,6.29
F17,7,L,female,length,mn,molar,1,mnm1,NA
F17,7,L,female,length,mn,molar,2,mnm2,NA
F17,7,L,female,length,mn,molar,3,mnm3,14.44
F17,7,L,female,length,mn,premolar,4,mnp4,NA
F17,7,L,female,length,mx,molar,1,mxm1,9.49
F17,7,L,female,length,mx,molar,2,mxm2,11.62
F17,7,L,female,length,mx,molar,3,mxm3,12.61
F17,7,L,female,length,mx,premolar,4,mxp4,6.27
F17,8,R,female,length,mn,molar,1,mnm1,NA
F17,8,R,female,length,mn,molar,2,mnm2,NA
F17,8,R,female,length,mn,molar,3,mnm3,14.51
F17,8,R,female,length,mn,premolar,4,mnp4,NA
F17,8,R,female,length,mx,molar,1,mxm1,8.75
F17,8,R,female,length,mx,molar,2,mxm2,11.14
F17,8,R,female,length,mx,molar,3,mxm3,12.83
F17,8,R,female,length,mx,premolar,4,mxp4,6.15
F17,8,L,female,length,mn,molar,1,mnm1,NA
F17,8,L,female,length,mn,molar,2,mnm2,NA
F17,8,L,female,length,mn,molar,3,mnm3,14.51
F17,8,L,female,length,mn,premolar,4,mnp4,NA
F17,8,L,female,length,mx,molar,1,mxm1,9.55
F17,8,L,female,length,mx,molar,2,mxm2,11.56
F17,8,L,female,length,mx,molar,3,mxm3,12.62
F17,8,L,female,length,mx,premolar,4,mxp4,6.12
F17,9,R,female,length,mn,molar,1,mnm1,NA
F17,9,R,female,length,mn,molar,2,mnm2,NA
F17,9,R,female,length,mn,molar,3,mnm3,14.63
F17,9,R,female,length,mn,premolar,4,mnp4,NA
F17,9,R,female,length,mx,molar,1,mxm1,8.98
F17,9,R,female,length,mx,molar,2,mxm2,11.34
F17,9,R,female,length,mx,molar,3,mxm3,12.91
F17,9,R,female,length,mx,premolar,4,mxp4,6.35
F17,9,L,female,length,mn,molar,1,mnm1,NA
F17,9,L,female,length,mn,molar,2,mnm2,NA
F17,9,L,female,length,mn,molar,3,mnm3,14.48
F17,9,L,female,length,mn,premolar,4,mnp4,NA
F17,9,L,female,length,mx,molar,1,mxm1,9.46
F17,9,L,female,length,mx,molar,2,mxm2,11.57
F17,9,L,female,length,mx,molar,3,mxm3,12.73
F17,9,L,female,length,mx,premolar,4,mxp4,6.24
F17,10,R,female,length,mn,molar,1,mnm1,NA
F17,10,R,female,length,mn,molar,2,mnm2,NA
F17,10,R,female,length,mn,molar,3,mnm3,14.27
F17,10,R,female,length,mn,premolar,4,mnp4,NA
F17,10,R,female,length,mx,molar,1,mxm1,9.22
F17,10,R,female,length,mx,molar,2,mxm2,11.18
F17,10,R,female,length,mx,molar,3,mxm3,12.67
F17,10,R,female,length,mx,premolar,4,mxp4,6.62
F17,10,L,female,length,mn,molar,1,mnm1,NA
F17,10,L,female,length,mn,molar,2,mnm2,NA
F17,10,L,female,length,mn,molar,3,mnm3,14.31
F17,10,L,female,length,mn,premolar,4,mnp4,NA
F17,10,L,female,length,mx,molar,1,mxm1,9.45
F17,10,L,female,length,mx,molar,2,mxm2,11.61
F17,10,L,female,length,mx,molar,3,mxm3,12.77
F17,10,L,female,length,mx,premolar,4,mxp4,6.13
F18,1,R,female,length,mn,molar,1,mnm1,10.28
F18,1,R,female,length,mn,molar,2,mnm2,12.51
F18,1,R,female,length,mn,molar,3,mnm3,14.57
F18,1,R,female,length,mn,premolar,4,mnp4,NA
F18,1,R,female,length,mx,molar,1,mxm1,10.19
F18,1,R,female,length,mx,molar,2,mxm2,12.79
F18,1,R,female,length,mx,molar,3,mxm3,11.97
F18,1,R,female,length,mx,premolar,4,mxp4,6.78
F18,1,L,female,length,mn,molar,1,mnm1,10.19
F18,1,L,female,length,mn,molar,2,mnm2,12.17
F18,1,L,female,length,mn,molar,3,mnm3,14.52
F18,1,L,female,length,mn,premolar,4,mnp4,NA
F18,1,L,female,length,mx,molar,1,mxm1,10.59
F18,1,L,female,length,mx,molar,2,mxm2,12.62
F18,1,L,female,length,mx,molar,3,mxm3,11.95
F18,1,L,female,length,mx,premolar,4,mxp4,7.78
F18,2,R,female,length,mn,molar,1,mnm1,10.82
F18,2,R,female,length,mn,molar,2,mnm2,12.66
F18,2,R,female,length,mn,molar,3,mnm3,14.73
F18,2,R,female,length,mn,premolar,4,mnp4,NA
F18,2,R,female,length,mx,molar,1,mxm1,10.15
F18,2,R,female,length,mx,molar,2,mxm2,12.98
F18,2,R,female,length,mx,molar,3,mxm3,12.28
F18,2,R,female,length,mx,premolar,4,mxp4,6.89
F18,2,L,female,length,mn,molar,1,mnm1,9.54
F18,2,L,female,length,mn,molar,2,mnm2,12.23
F18,2,L,female,length,mn,molar,3,mnm3,14.13
F18,2,L,female,length,mn,premolar,4,mnp4,NA
F18,2,L,female,length,mx,molar,1,mxm1,10.22
F18,2,L,female,length,mx,molar,2,mxm2,12.97
F18,2,L,female,length,mx,molar,3,mxm3,12.52
F18,2,L,female,length,mx,premolar,4,mxp4,7.56
F18,3,R,female,length,mn,molar,1,mnm1,10.57
F18,3,R,female,length,mn,molar,2,mnm2,12.45
F18,3,R,female,length,mn,molar,3,mnm3,14.89
F18,3,R,female,length,mn,premolar,4,mnp4,NA
F18,3,R,female,length,mx,molar,1,mxm1,9.98
F18,3,R,female,length,mx,molar,2,mxm2,12.78
F18,3,R,female,length,mx,molar,3,mxm3,12.11
F18,3,R,female,length,mx,premolar,4,mxp4,6.88
F18,3,L,female,length,mn,molar,1,mnm1,9.69
F18,3,L,female,length,mn,molar,2,mnm2,11.85
F18,3,L,female,length,mn,molar,3,mnm3,14.31
F18,3,L,female,length,mn,premolar,4,mnp4,NA
F18,3,L,female,length,mx,molar,1,mxm1,9.87
F18,3,L,female,length,mx,molar,2,mxm2,12.95
F18,3,L,female,length,mx,molar,3,mxm3,12.23
F18,3,L,female,length,mx,premolar,4,mxp4,7.82
F18,4,R,female,length,mn,molar,1,mnm1,10.63
F18,4,R,female,length,mn,molar,2,mnm2,12.51
F18,4,R,female,length,mn,molar,3,mnm3,14.62
F18,4,R,female,length,mn,premolar,4,mnp4,NA
F18,4,R,female,length,mx,molar,1,mxm1,9.89
F18,4,R,female,length,mx,molar,2,mxm2,12.97
F18,4,R,female,length,mx,molar,3,mxm3,11.94
F18,4,R,female,length,mx,premolar,4,mxp4,6.93
F18,4,L,female,length,mn,molar,1,mnm1,9.54
F18,4,L,female,length,mn,molar,2,mnm2,11.83
F18,4,L,female,length,mn,molar,3,mnm3,14.43
F18,4,L,female,length,mn,premolar,4,mnp4,NA
F18,4,L,female,length,mx,molar,1,mxm1,10.13
F18,4,L,female,length,mx,molar,2,mxm2,12.87
F18,4,L,female,length,mx,molar,3,mxm3,12.17
F18,4,L,female,length,mx,premolar,4,mxp4,7.71
F18,5,R,female,length,mn,molar,1,mnm1,10.85
F18,5,R,female,length,mn,molar,2,mnm2,12.38
F18,5,R,female,length,mn,molar,3,mnm3,14.73
F18,5,R,female,length,mn,premolar,4,mnp4,NA
F18,5,R,female,length,mx,molar,1,mxm1,9.82
F18,5,R,female,length,mx,molar,2,mxm2,12.96
F18,5,R,female,length,mx,molar,3,mxm3,11.76
F18,5,R,female,length,mx,premolar,4,mxp4,7.42
