Ind,Rep,Side,Sex,Dimension,Arcade,Class,Position,Trait,Value
F28,8,R,female,breadth,mn,molar,2,mnm2,10.58
F28,8,R,female,breadth,mn,molar,3,mnm3,10.59
F28,8,R,female,breadth,mn,premolar,4,mnp4,6.99
F28,8,R,female,breadth,mx,molar,1,mxm1,NA
F28,8,R,female,breadth,mx,molar,2,mxm2,NA
F28,8,R,female,breadth,mx,molar,3,mxm3,NA
F28,8,R,female,breadth,mx,premolar,4,mxp4,NA
F28,8,L,female,breadth,mn,molar,1,mnm1,8.24
F28,8,L,female,breadth,mn,molar,2,mnm2,10.37
F28,8,L,female,breadth,mn,molar,3,mnm3,10.66
F28,8,L,female,breadth,mn,premolar,4,mnp4,6.99
F28,8,L,female,breadth,mx,molar,1,mxm1,NA
F28,8,L,female,breadth,mx,molar,2,mxm2,NA
F28,8,L,female,breadth,mx,molar,3,mxm3,NA
F28,8,L,female,breadth,mx,premolar,4,mxp4,NA
F28,9,R,female,breadth,mn,molar,1,mnm1,8.08
F28,9,R,female,breadth,mn,molar,2,mnm2,10.27
F28,9,R,female,breadth,mn,molar,3,mnm3,10.46
F28,9,R,female,breadth,mn,premolar,4,mnp4,6.91
F28,9,R,female,breadth,mx,molar,1,mxm1,NA
F28,9,R,female,breadth,mx,molar,2,mxm2,NA
F28,9,R,female,breadth,mx,molar,3,mxm3,NA
F28,9,R,female,breadth,mx,premolar,4,mxp4,NA
F28,9,L,female,breadth,mn,molar,1,mnm1,8.32
F28,9,L,female,breadth,mn,molar,2,mnm2,10.29
F28,9,L,female,breadth,mn,molar,3,mnm3,10.79
F28,9,L,female,breadth,mn,premolar,4,mnp4,6.99
F28,9,L,female,breadth,mx,molar,1,mxm1,NA
F28,9,L,female,breadth,mx,molar,2,mxm2,NA
F28,9,L,female,breadth,mx,molar,3,mxm3,NA
F28,9,L,female,breadth,mx,premolar,4,mxp4,NA
F28,10,R,female,breadth,mn,molar,1,mnm1,8.02
F28,10,R,female,breadth,mn,molar,2,mnm2,10.54
F28,10,R,female,breadth,mn,molar,3,mnm3,10.67
F28,10,R,female,breadth,mn,premolar,4,mnp4,6.88
F28,10,R,female,breadth,mx,molar,1,mxm1,NA
F28,10,R,female,breadth,mx,molar,2,mxm2,NA
F28,10,R,female,breadth,mx,molar,3,mxm3,NA
F28,10,R,female,breadth,mx,premolar,4,mxp4,NA
F28,10,L,female,breadth,mn,molar,1,mnm1,8.35
F28,10,L,female,breadth,mn,molar,2,mnm2,10.29
F28,10,L,female,breadth,mn,molar,3,mnm3,10.68
F28,10,L,female,breadth,mn,premolar,4,mnp4,6.99
F28,10,L,female,breadth,mx,molar,1,mxm1,NA
F28,10,L,female,breadth,mx,molar,2,mxm2,NA
F28,10,L,female,breadth,mx,molar,3,mxm3,NA
F28,10,L,female,breadth,mx,premolar,4,mxp4,NA
F29,1,R,female,breadth,mn,molar,1,mnm1,NA
F29,1,R,female,breadth,mn,molar,2,mnm2,NA
F29,1,R,female,breadth,mn,molar,3,mnm3,NA
F29,1,R,female,breadth,mn,premolar,4,mnp4,NA
F29,1,R,female,breadth,mx,molar,1,mxm1,9.78
F29,1,R,female,breadth,mx,molar,2,mxm2,NA
F29,1,R,female,breadth,mx,molar,3,mxm3,12.15
F29,1,R,female,breadth,mx,premolar,4,mxp4,NA
F29,1,L,female,breadth,mn,molar,1,mnm1,NA
F29,1,L,female,breadth,mn,molar,2,mnm2,NA
F29,1,L,female,breadth,mn,molar,3,mnm3,NA
F29,1,L,female,breadth,mn,premolar,4,mnp4,NA
F29,1,L,female,breadth,mx,molar,1,mxm1,10.19
F29,1,L,female,breadth,mx,molar,2,mxm2,NA
F29,1,L,female,breadth,mx,molar,3,mxm3,11.98
F29,1,L,female,breadth,mx,premolar,4,mxp4,NA
F29,2,R,female,breadth,mn,molar,1,mnm1,NA
F29,2,R,female,breadth,mn,molar,2,mnm2,NA
F29,2,R,female,breadth,mn,molar,3,mnm3,NA
F29,2,R,female,breadth,mn,premolar,4,mnp4,NA
F29,2,R,female,breadth,mx,molar,1,mxm1,9.82
F29,2,R,female,breadth,mx,molar,2,mxm2,NA
F29,2,R,female,breadth,mx,molar,3,mxm3,11.95
F29,2,R,female,breadth,mx,premolar,4,mxp4,NA
F29,2,L,female,breadth,mn,molar,1,mnm1,NA
F29,2,L,female,breadth,mn,molar,2,mnm2,NA
F29,2,L,female,breadth,mn,molar,3,mnm3,NA
F29,2,L,female,breadth,mn,premolar,4,mnp4,NA
F29,2,L,female,breadth,mx,molar,1,mxm1,10.17
F29,2,L,female,breadth,mx,molar,2,mxm2,NA
F29,2,L,female,breadth,mx,molar,3,mxm3,11.94
F29,2,L,female,breadth,mx,premolar,4,mxp4,NA
F29,3,R,female,breadth,mn,molar,1,mnm1,NA
F29,3,R,female,breadth,mn,molar,2,mnm2,NA
F29,3,R,female,breadth,mn,molar,3,mnm3,NA
F29,3,R,female,breadth,mn,premolar,4,mnp4,NA
F29,3,R,female,breadth,mx,molar,1,mxm1,9.85
F29,3,R,female,breadth,mx,molar,2,mxm2,NA
F29,3,R,female,breadth,mx,molar,3,mxm3,11.96
F29,3,R,female,breadth,mx,premolar,4,mxp4,NA
F29,3,L,female,breadth,mn,molar,1,mnm1,NA
F29,3,L,female,breadth,mn,molar,2,mnm2,NA
F29,3,L,female,breadth,mn,molar,3,mnm3,NA
F29,3,L,female,breadth,mn,premolar,4,mnp4,NA
F29,3,L,female,breadth,mx,molar,1,mxm1,10.18
F29,3,L,female,breadth,mx,molar,2,mxm2,NA
F29,3,L,female,breadth,mx,molar,3,mxm3,11.48
F29,3,L,female,breadth,mx,premolar,4,mxp4,NA
F29,4,R,female,breadth,mn,molar,1,mnm1,NA
F29,4,R,female,breadth,mn,molar,2,mnm2,NA
F29,4,R,female,breadth,mn,molar,3,mnm3,NA
F29,4,R,female,breadth,mn,premolar,4,mnp4,NA
F29,4,R,female,breadth,mx,molar,1,mxm1,9.83
F29,4,R,female,breadth,mx,molar,2,mxm2,NA
F29,4,R,female,breadth,mx,molar,3,mxm3,11.75
F29,4,R,female,breadth,mx,premolar,4,mxp4,NA
F29,4,L,female,breadth,mn,molar,1,mnm1,NA
F29,4,L,female,breadth,mn,molar,2,mnm2,NA
F29,4,L,female,breadth,mn,molar,3,mnm3,NA
F29,4,L,female,breadth,mn,premolar,4,mnp4,NA
F29,4,L,female,breadth,mx,molar,1,mxm1,9.99
F29,4,L,female,breadth,mx,molar,2,mxm2,NA
F29,4,L,female,breadth,mx,molar,3,mxm3,11.97
F29,4,L,female,breadth,mx,premolar,4,mxp4,NA
F29,5,R,female,breadth,mn,molar,1,mnm1,NA
F29,5,R,female,breadth,mn,molar,2,mnm2,NA
F29,5,R,female,breadth,mn,molar,3,mnm3,NA
F29,5,R,female,breadth,mn,premolar,4,mnp4,NA
F29,5,R,female,breadth,mx,molar,1,mxm1,9.81
F29,5,R,female,breadth,mx,molar,2,mxm2,NA
F29,5,R,female,breadth,mx,molar,3,mxm3,11.63
F29,5,R,female,breadth,mx,premolar,4,mxp4,NA
F29,5,L,female,breadth,mn,molar,1,mnm1,NA
F29,5,L,female,breadth,mn,molar,2,mnm2,NA
F29,5,L,female,breadth,mn,molar,3,mnm3,NA
F29,5,L,female,breadth,mn,premolar,4,mnp4,NA
F29,5,L,female,breadth,mx,molar,1,mxm1,9.98
F29,5,L,female,breadth,mx,molar,2,mxm2,NA
F29,5,L,female,breadth,mx,molar,3,mxm3,11.78
F29,5,L,female,breadth,mx,premolar,4,mxp4,NA
F29,6,R,female,breadth,mn,molar,1,mnm1,NA
F29,6,R,female,breadth,mn,molar,2,mnm2,NA
F29,6,R,female,breadth,mn,molar,3,mnm3,NA
F29,6,R,female,breadth,mn,premolar,4,mnp4,NA
F29,6,R,female,breadth,mx,molar,1,mxm1,9.86
F29,6,R,female,breadth,mx,molar,2,mxm2,NA
F29,6,R,female,breadth,mx,molar,3,mxm3,11.56
F29,6,R,female,breadth,mx,premolar,4,mxp4,NA
F29,6,L,female,breadth,mn,molar,1,mnm1,NA
F29,6,L,female,breadth,mn,molar,2,mnm2,NA
F29,6,L,female,breadth,mn,molar,3,mnm3,NA
F29,6,L,female,breadth,mn,premolar,4,mnp4,NA
F29,6,L,female,breadth,mx,molar,1,mxm1,10.17
F29,6,L,female,breadth,mx,molar,2,mxm2,NA
F29,6,L,female,breadth,mx,molar,3,mxm3,11.92
F29,6,L,female,breadth,mx,premolar,4,mxp4,NA
F29,7,R,female,breadth,mn,molar,1,mnm1,NA
F29,7,R,female,breadth,mn,molar,2,mnm2,NA
F29,7,R,female,breadth,mn,molar,3,mnm3,NA
F29,7,R,female,breadth,mn,premolar,4,mnp4,NA
F29,7,R,female,breadth,mx,molar,1,mxm1,9.69
F29,7,R,female,breadth,mx,molar,2,mxm2,NA
F29,7,R,female,breadth,mx,molar,3,mxm3,11.67
F29,7,R,female,breadth,mx,premolar,4,mxp4,NA
F29,7,L,female,breadth,mn,molar,1,mnm1,NA
F29,7,L,female,breadth,mn,molar,2,mnm2,NA
F29,7,L,female,breadth,mn,molar,3,mnm3,NA
F29,7,L,female,breadth,mn,premolar,4,mnp4,NA
F29,7,L,female,breadth,mx,molar,1,mxm1,10.18
F29,7,L,female,breadth,mx,molar,2,mxm2,NA
F29,7,L,female,breadth,mx,molar,3,mxm3,11.74
F29,7,L,female,breadth,mx,premolar,4,mxp4,NA
F29,8,R,female,breadth,mn,molar,1,mnm1,NA
F29,8,R,female,breadth,mn,molar,2,mnm2,NA
F29,8,R,female,breadth,mn,molar,3,mnm3,NA
F29,8,R,female,breadth,mn,premolar,4,mnp4,NA
F29,8,R,female,breadth,mx,molar,1,mxm1,9.81
F29,8,R,female,breadth,mx,molar,2,mxm2,NA
F29,8,R,female,breadth,mx,molar,3,mxm3,11.58
F29,8,R,female,breadth,mx,premolar,4,mxp4,NA
F29,8,L,female,breadth,mn,molar,1,mnm1,NA
F29,8,L,female,breadth,mn,molar,2,mnm2,NA
F29,8,L,female,breadth,mn,molar,3,mnm3,NA
F29,8,L,female,breadth,mn,premolar,4,mnp4,NA
F29,8,L,female,breadth,mx,molar,1,mxm1,10.19
F29,8,L,female,breadth,mx,molar,2,mxm2,NA
F29,8,L,female,breadth,mx,molar,3,mxm3,11.97
F29,8,L,female,breadth,mx,premolar,4,mxp4,NA
F29,9,R,female,breadth,mn,molar,1,mnm1,NA
F29,9,R,female,breadth,mn,molar,2,mnm2,NA
F29,9,R,female,breadth,mn,molar,3,mnm3,NA
F29,9,R,female,breadth,mn,premolar,4,mnp4,NA
F29,9,R,female,breadth,mx,molar,1,mxm1,9.89
F29,9,R,female,breadth,mx,molar,2,mxm2,NA
F29,9,R,female,breadth,mx,molar,3,mxm3,11.99
F29,9,R,female,breadth,mx,premolar,4,mxp4,NA
F29,9,L,female,breadth,mn,molar,1,mnm1,NA
F29,9,L,female,breadth,mn,molar,2,mnm2,NA
F29,9,L,female,breadth,mn,molar,3,mnm3,NA
F29,9,L,female,breadth,mn,premolar,4,mnp4,NA
F29,9,L,female,breadth,mx,molar,1,mxm1,10.17
F29,9,L,female,breadth,mx,molar,2,mxm2,NA
F29,9,L,female,breadth,mx,molar,3,mxm3,11.87
F29,9,L,female,breadth,mx,premolar,4,mxp4,NA
F29,10,R,female,breadth,mn,molar,1,mnm1,NA
F29,10,R,female,breadth,mn,molar,2,mnm2,NA
F29,10,R,female,breadth,mn,molar,3,mnm3,NA
F29,10,R,female,breadth,mn,premolar,4,mnp4,NA
F29,10,R,female,breadth,mx,molar,1,mxm1,9.86
F29,10,R,female,breadth,mx,molar,2,mxm2,NA
F29,10,R,female,breadth,mx,molar,3,mxm3,11.32
F29,10,R,female,breadth,mx,premolar,4,mxp4,NA
F29,10,L,female,breadth,mn,molar,1,mnm1,NA
F29,10,L,female,breadth,mn,molar,2,mnm2,NA
F29,10,L,female,breadth,mn,molar,3,mnm3,NA
F29,10,L,female,breadth,mn,premolar,4,mnp4,NA
F29,10,L,female,breadth,mx,molar,1,mxm1,10.23
F29,10,L,female,breadth,mx,molar,2,mxm2,NA
F29,10,L,female,breadth,mx,molar,3,mxm3,11.98
F29,10,L,female,breadth,mx,premolar,4,mxp4,NA
F30,1,R,female,breadth,mn,molar,1,mnm1,NA
F30,1,R,female,breadth,mn,molar,2,mnm2,NA
F30,1,R,female,breadth,mn,molar,3,mnm3,NA
F30,1,R,female,breadth,mn,premolar,4,mnp4,NA
F30,1,R,female,breadth,mx,molar,1,mxm1,NA
F30,1,R,female,breadth,mx,molar,2,mxm2,NA
F30,1,R,female,breadth,mx,molar,3,mxm3,12.22
F30,1,R,female,breadth,mx,premolar,4,mxp4,NA
F30,1,L,female,breadth,mn,molar,1,mnm1,NA
F30,1,L,female,breadth,mn,molar,2,mnm2,NA
F30,1,L,female,breadth,mn,molar,3,mnm3,NA
F30,1,L,female,breadth,mn,premolar,4,mnp4,NA
F30,1,L,female,breadth,mx,molar,1,mxm1,NA
F30,1,L,female,breadth,mx,molar,2,mxm2,NA
F30,1,L,female,breadth,mx,molar,3,mxm3,12.22
F30,1,L,female,breadth,mx,premolar,4,mxp4,NA
F30,2,R,female,breadth,mn,molar,1,mnm1,NA
F30,2,R,female,breadth,mn,molar,2,mnm2,NA
F30,2,R,female,breadth,mn,molar,3,mnm3,NA
F30,2,R,female,breadth,mn,premolar,4,mnp4,NA
F30,2,R,female,breadth,mx,molar,1,mxm1,NA
F30,2,R,female,breadth,mx,molar,2,mxm2,NA
F30,2,R,female,breadth,mx,molar,3,mxm3,11.98
F30,2,R,female,breadth,mx,premolar,4,mxp4,NA
F30,2,L,female,breadth,mn,molar,1,mnm1,NA
F30,2,L,female,breadth,mn,molar,2,mnm2,NA
F30,2,L,female,breadth,mn,molar,3,mnm3,NA
F30,2,L,female,breadth,mn,premolar,4,mnp4,NA
F30,2,L,female,breadth,mx,molar,1,mxm1,NA
F30,2,L,female,breadth,mx,molar,2,mxm2,NA
F30,2,L,female,breadth,mx,molar,3,mxm3,12.32
F30,2,L,female,breadth,mx,premolar,4,mxp4,NA
F30,3,R,female,breadth,mn,molar,1,mnm1,NA
F30,3,R,female,breadth,mn,molar,2,mnm2,NA
F30,3,R,female,breadth,mn,molar,3,mnm3,NA
F30,3,R,female,breadth,mn,premolar,4,mnp4,NA
F30,3,R,female,breadth,mx,molar,1,mxm1,NA
F30,3,R,female,breadth,mx,molar,2,mxm2,NA
F30,3,R,female,breadth,mx,molar,3,mxm3,12.16
F30,3,R,female,breadth,mx,premolar,4,mxp4,NA
F30,3,L,female,breadth,mn,molar,1,mnm1,NA
F30,3,L,female,breadth,mn,molar,2,mnm2,NA
F30,3,L,female,breadth,mn,molar,3,mnm3,NA
F30,3,L,female,breadth,mn,premolar,4,mnp4,NA
F30,3,L,female,breadth,mx,molar,1,mxm1,NA
F30,3,L,female,breadth,mx,molar,2,mxm2,NA
F30,3,L,female,breadth,mx,molar,3,mxm3,12.22
F30,3,L,female,breadth,mx,premolar,4,mxp4,NA
F30,4,R,female,breadth,mn,molar,1,mnm1,NA
F30,4,R,female,breadth,mn,molar,2,mnm2,NA
F30,4,R,female,breadth,mn,molar,3,mnm3,NA
F30,4,R,female,breadth,mn,premolar,4,mnp4,NA
F30,4,R,female,breadth,mx,molar,1,mxm1,NA
F30,4,R,female,breadth,mx,molar,2,mxm2,NA
F30,4,R,female,breadth,mx,molar,3,mxm3,11.99
F30,4,R,female,breadth,mx,premolar,4,mxp4,NA
F30,4,L,female,breadth,mn,molar,1,mnm1,NA
F30,4,L,female,breadth,mn,molar,2,mnm2,NA
F30,4,L,female,breadth,mn,molar,3,mnm3,NA
F30,4,L,female,breadth,mn,premolar,4,mnp4,NA
F30,4,L,female,breadth,mx,molar,1,mxm1,NA
F30,4,L,female,breadth,mx,molar,2,mxm2,NA
F30,4,L,female,breadth,mx,molar,3,mxm3,12.25
F30,4,L,female,breadth,mx,premolar,4,mxp4,NA
F30,5,R,female,breadth,mn,molar,1,mnm1,NA
F30,5,R,female,breadth,mn,molar,2,mnm2,NA
F30,5,R,female,breadth,mn,molar,3,mnm3,NA
F30,5,R,female,breadth,mn,premolar,4,mnp4,NA
F30,5,R,female,breadth,mx,molar,1,mxm1,NA
F30,5,R,female,breadth,mx,molar,2,mxm2,NA
F30,5,R,female,breadth,mx,molar,3,mxm3,12.07
F30,5,R,female,breadth,mx,premolar,4,mxp4,NA
F30,5,L,female,breadth,mn,molar,1,mnm1,NA
F30,5,L,female,breadth,mn,molar,2,mnm2,NA
F30,5,L,female,breadth,mn,molar,3,mnm3,NA
F30,5,L,female,breadth,mn,premolar,4,mnp4,NA
F30,5,L,female,breadth,mx,molar,1,mxm1,NA
F30,5,L,female,breadth,mx,molar,2,mxm2,NA
F30,5,L,female,breadth,mx,molar,3,mxm3,12.08
F30,5,L,female,breadth,mx,premolar,4,mxp4,NA
F30,6,R,female,breadth,mn,molar,1,mnm1,NA
F30,6,R,female,breadth,mn,molar,2,mnm2,NA
F30,6,R,female,breadth,mn,molar,3,mnm3,NA
F30,6,R,female,breadth,mn,premolar,4,mnp4,NA
F30,6,R,female,breadth,mx,molar,1,mxm1,NA
F30,6,R,female,breadth,mx,molar,2,mxm2,NA
F30,6,R,female,breadth,mx,molar,3,mxm3,11.99
F30,6,R,female,breadth,mx,premolar,4,mxp4,NA
F30,6,L,female,breadth,mn,molar,1,mnm1,NA
F30,6,L,female,breadth,mn,molar,2,mnm2,NA
F30,6,L,female,breadth,mn,molar,3,mnm3,NA
F30,6,L,female,breadth,mn,premolar,4,mnp4,NA
F30,6,L,female,breadth,mx,molar,1,mxm1,NA
F30,6,L,female,breadth,mx,molar,2,mxm2,NA
F30,6,L,female,breadth,mx,molar,3,mxm3,12.06
F30,6,L,female,breadth,mx,premolar,4,mxp4,NA
F30,7,R,female,breadth,mn,molar,1,mnm1,NA
F30,7,R,female,breadth,mn,molar,2,mnm2,NA
F30,7,R,female,breadth,mn,molar,3,mnm3,NA
F30,7,R,female,breadth,mn,premolar,4,mnp4,NA
F30,7,R,female,breadth,mx,molar,1,mxm1,NA
F30,7,R,female,breadth,mx,molar,2,mxm2,NA
F30,7,R,female,breadth,mx,molar,3,mxm3,11.94
F30,7,R,female,breadth,mx,premolar,4,mxp4,NA
F30,7,L,female,breadth,mn,molar,1,mnm1,NA
F30,7,L,female,breadth,mn,molar,2,mnm2,NA
F30,7,L,female,breadth,mn,molar,3,mnm3,NA
F30,7,L,female,breadth,mn,premolar,4,mnp4,NA
F30,7,L,female,breadth,mx,molar,1,mxm1,NA
F30,7,L,female,breadth,mx,molar,2,mxm2,NA
F30,7,L,female,breadth,mx,molar,3,mxm3,12.33
F30,7,L,female,breadth,mx,premolar,4,mxp4,NA
F30,8,R,female,breadth,mn,molar,1,mnm1,NA
F30,8,R,female,breadth,mn,molar,2,mnm2,NA
F30,8,R,female,breadth,mn,molar,3,mnm3,NA
F30,8,R,female,breadth,mn,premolar,4,mnp4,NA
F30,8,R,female,breadth,mx,molar,1,mxm1,NA
F30,8,R,female,breadth,mx,molar,2,mxm2,NA
F30,8,R,female,breadth,mx,molar,3,mxm3,11.99
F30,8,R,female,breadth,mx,premolar,4,mxp4,NA
F30,8,L,female,breadth,mn,molar,1,mnm1,NA
F30,8,L,female,breadth,mn,molar,2,mnm2,NA
F30,8,L,female,breadth,mn,molar,3,mnm3,NA
F30,8,L,female,breadth,mn,premolar,4,mnp4,NA
F30,8,L,female,breadth,mx,molar,1,mxm1,NA
F30,8,L,female,breadth,mx,molar,2,mxm2,NA
F30,8,L,female,breadth,mx,molar,3,mxm3,12.09
F30,8,L,female,breadth,mx,premolar,4,mxp4,NA
F30,9,R,female,breadth,mn,molar,1,mnm1,NA
F30,9,R,female,breadth,mn,molar,2,mnm2,NA
F30,9,R,female,breadth,mn,molar,3,mnm3,NA
F30,9,R,female,breadth,mn,premolar,4,mnp4,NA
F30,9,R,female,breadth,mx,molar,1,mxm1,NA
F30,9,R,female,breadth,mx,molar,2,mxm2,NA
F30,9,R,female,breadth,mx,molar,3,mxm3,11.96
F30,9,R,female,breadth,mx,premolar,4,mxp4,NA
F30,9,L,female,breadth,mn,molar,1,mnm1,NA
F30,9,L,female,breadth,mn,molar,2,mnm2,NA
F30,9,L,female,breadth,mn,molar,3,mnm3,NA
F30,9,L,female,breadth,mn,premolar,4,mnp4,NA
F30,9,L,female,breadth,mx,molar,1,mxm1,NA
F30,9,L,female,breadth,mx,molar,2,mxm2,NA
F30,9,L,female,breadth,mx,molar,3,mxm3,12.13
F30,9,L,female,breadth,mx,premolar,4,mxp4,NA
F30,10,R,female,breadth,mn,molar,1,mnm1,NA
F30,10,R,female,breadth,mn,molar,2,mnm2,NA
F30,10,R,female,breadth,mn,molar,3,mnm3,NA
F30,10,R,female,breadth,mn,premolar,4,mnp4,NA
F30,10,R,female,breadth,mx,molar,1,mxm1,NA
F30,10,R,female,breadth,mx,molar,2,mxm2,NA
F30,10,R,female,breadth,mx,molar,3,mxm3,11.91
F30,10,R,female,breadth,mx,premolar,4,mxp4,NA
F30,10,L,female,breadth,mn,molar,1,mnm1,NA
F30,10,L,female,breadth,mn,molar,2,mnm2,NA
F30,10,L,female,breadth,mn,molar,3,mnm3,NA
F30,10,L,female,breadth,mn,premolar,4,mnp4,NA
F30,10,L,female,breadth,mx,molar,1,mxm1,NA
F30,10,L,female,breadth,mx,molar,2,mxm2,NA
F30,10,L,female,breadth,mx,molar,3,mxm3,12.17
F30,10,L,female,breadth,mx,premolar,4,mxp4,NA
F31,1,R,female,breadth,mn,molar,1,mnm1,NA
F31,1,R,female,breadth,mn,molar,2,mnm2,NA
F31,1,R,female,breadth,mn,molar,3,mnm3,NA
F31,1,R,female,breadth,mn,premolar,4,mnp4,NA
F31,1,R,female,breadth,mx,molar,1,mxm1,NA
F31,1,R,female,breadth,mx,molar,2,mxm2,NA
F31,1,R,female,breadth,mx,molar,3,mxm3,10.96
F31,1,R,female,breadth,mx,premolar,4,mxp4,NA
F31,1,L,female,breadth,mn,molar,1,mnm1,NA
F31,1,L,female,breadth,mn,molar,2,mnm2,NA
F31,1,L,female,breadth,mn,molar,3,mnm3,NA
F31,1,L,female,breadth,mn,premolar,4,mnp4,NA
F31,1,L,female,breadth,mx,molar,1,mxm1,NA
F31,1,L,female,breadth,mx,molar,2,mxm2,NA
F31,1,L,female,breadth,mx,molar,3,mxm3,10.95
F31,1,L,female,breadth,mx,premolar,4,mxp4,NA
F31,2,R,female,breadth,mn,molar,1,mnm1,NA
F31,2,R,female,breadth,mn,molar,2,mnm2,NA
F31,2,R,female,breadth,mn,molar,3,mnm3,NA
F31,2,R,female,breadth,mn,premolar,4,mnp4,NA
F31,2,R,female,breadth,mx,molar,1,mxm1,NA
F31,2,R,female,breadth,mx,molar,2,mxm2,NA
F31,2,R,female,breadth,mx,molar,3,mxm3,10.86
F31,2,R,female,breadth,mx,premolar,4,mxp4,NA
F31,2,L,female,breadth,mn,molar,1,mnm1,NA
F31,2,L,female,breadth,mn,molar,2,mnm2,NA
F31,2,L,female,breadth,mn,molar,3,mnm3,NA
F31,2,L,female,breadth,mn,premolar,4,mnp4,NA
F31,2,L,female,breadth,mx,molar,1,mxm1,NA
F31,2,L,female,breadth,mx,molar,2,mxm2,NA
F31,2,L,female,breadth,mx,molar,3,mxm3,10.88
F31,2,L,female,breadth,mx,premolar,4,mxp4,NA
F31,3,R,female,breadth,mn,molar,1,mnm1,NA
F31,3,R,female,breadth,mn,molar,2,mnm2,NA
F31,3,R,female,breadth,mn,molar,3,mnm3,NA
F31,3,R,female,breadth,mn,premolar,4,mnp4,NA
F31,3,R,female,breadth,mx,molar,1,mxm1,NA
F31,3,R,female,breadth,mx,molar,2,mxm2,NA
F31,3,R,female,breadth,mx,molar,3,mxm3,10.89
F31,3,R,female,breadth,mx,premolar,4,mxp4,NA
F31,3,L,female,breadth,mn,molar,1,mnm1,NA
F31,3,L,female,breadth,mn,molar,2,mnm2,NA
F31,3,L,female,breadth,mn,molar,3,mnm3,NA
F31,3,L,female,breadth,mn,premolar,4,mnp4,NA
F31,3,L,female,breadth,mx,molar,1,mxm1,NA
F31,3,L,female,breadth,mx,molar,2,mxm2,NA
F31,3,L,female,breadth,mx,molar,3,mxm3,10.94
F31,3,L,female,breadth,mx,premolar,4,mxp4,NA
F31,4,R,female,breadth,mn,molar,1,mnm1,NA
F31,4,R,female,breadth,mn,molar,2,mnm2,NA
F31,4,R,female,breadth,mn,molar,3,mnm3,NA
F31,4,R,female,breadth,mn,premolar,4,mnp4,NA
F31,4,R,female,breadth,mx,molar,1,mxm1,NA
F31,4,R,female,breadth,mx,molar,2,mxm2,NA
F31,4,R,female,breadth,mx,molar,3,mxm3,10.98
F31,4,R,female,breadth,mx,premolar,4,mxp4,NA
F31,4,L,female,breadth,mn,molar,1,mnm1,NA
F31,4,L,female,breadth,mn,molar,2,mnm2,NA
F31,4,L,female,breadth,mn,molar,3,mnm3,NA
F31,4,L,female,breadth,mn,premolar,4,mnp4,NA
F31,4,L,female,breadth,mx,molar,1,mxm1,NA
F31,4,L,female,breadth,mx,molar,2,mxm2,NA
F31,4,L,female,breadth,mx,molar,3,mxm3,10.91
F31,4,L,female,breadth,mx,premolar,4,mxp4,NA
F31,5,R,female,breadth,mn,molar,1,mnm1,NA
F31,5,R,female,breadth,mn,molar,2,mnm2,NA
F31,5,R,female,breadth,mn,molar,3,mnm3,NA
F31,5,R,female,breadth,mn,premolar,4,mnp4,NA
F31,5,R,female,breadth,mx,molar,1,mxm1,NA
F31,5,R,female,breadth,mx,molar,2,mxm2,NA
F31,5,R,female,breadth,mx,molar,3,mxm3,10.93
F31,5,R,female,breadth,mx,premolar,4,mxp4,NA
F31,5,L,female,breadth,mn,molar,1,mnm1,NA
F31,5,L,female,breadth,mn,molar,2,mnm2,NA
F31,5,L,female,breadth,mn,molar,3,mnm3,NA
F31,5,L,female,breadth,mn,premolar,4,mnp4,NA
F31,5,L,female,breadth,mx,molar,1,mxm1,NA
F31,5,L,female,breadth,mx,molar,2,mxm2,NA
F31,5,L,female,breadth,mx,molar,3,mxm3,10.94
F31,5,L,female,breadth,mx,premolar,4,mxp4,NA
F31,6,R,female,breadth,mn,molar,1,mnm1,NA
F31,6,R,female,breadth,mn,molar,2,mnm2,NA
F31,6,R,female,breadth,mn,molar,3,mnm3,NA
F31,6,R,female,breadth,mn,premolar,4,mnp4,NA
F31,6,R,female,breadth,mx,molar,1,mxm1,NA
F31,6,R,female,breadth,mx,molar,2,mxm2,NA
F31,6,R,female,breadth,mx,molar,3,mxm3,10.97
F31,6,R,female,breadth,mx,premolar,4,mxp4,NA
F31,6,L,female,breadth,mn,molar,1,mnm1,NA
F31,6,L,female,breadth,mn,molar,2,mnm2,NA
F31,6,L,female,breadth,mn,molar,3,mnm3,NA
F31,6,L,female,breadth,mn,premolar,4,mnp4,NA
F31,6,L,female,breadth,mx,molar,1,mxm1,NA
F31,6,L,female,breadth,mx,molar,2,mxm2,NA
F31,6,L,female,breadth,mx,molar,3,mxm3,10.97
F31,6,L,female,breadth,mx,premolar,4,mxp4,NA
F31,7,R,female,breadth,mn,molar,1,mnm1,NA
F31,7,R,female,breadth,mn,molar,2,mnm2,NA
F31,7,R,female,breadth,mn,molar,3,mnm3,NA
F31,7,R,female,breadth,mn,premolar,4,mnp4,NA
F31,7,R,female,breadth,mx,molar,1,mxm1,NA
F31,7,R,female,breadth,mx,molar,2,mxm2,NA
F31,7,R,female,breadth,mx,molar,3,mxm3,10.87
F31,7,R,female,breadth,mx,premolar,4,mxp4,NA
F31,7,L,female,breadth,mn,molar,1,mnm1,NA
F31,7,L,female,breadth,mn,molar,2,mnm2,NA
F31,7,L,female,breadth,mn,molar,3,mnm3,NA
